Date,Price,AHR999
2024/10/07 00:00:20,62741,0.6979520895516038
2024/10/07 00:01:21,62775.1,0.6987109755750792
2024/10/07 00:02:21,62792,0.6990872331983
2024/10/07 00:03:22,62871.1,0.7008496433737824
2024/10/07 00:04:22,62858.2,0.7005620698183762
2024/10/07 00:05:22,62855.6,0.7005041164022417
2024/10/07 00:06:22,62864.9,0.7007114223617187
2024/10/07 00:07:23,62881.1,0.7010726092135406
2024/10/07 00:08:23,62914.9,0.701826496242399
2024/10/07 00:09:23,62860.1,0.700604421907669
2024/10/07 00:10:23,62798.9,0.6992408822917894
2024/10/07 00:11:23,62794,0.6991317674298313
2024/10/07 00:12:24,62771.1,0.6986219353390866
2024/10/07 00:13:24,62770.5,0.6986085797930516
2024/10/07 00:14:24,62812.3,0.6995393215156439
2024/10/07 00:15:24,62835.4,0.7000539445983499
2024/10/07 00:16:25,62809.9,0.6994858650334854
2024/10/07 00:17:25,62806,0.6993990026063797
2024/10/07 00:18:25,62835.5,0.7000561728152519
2024/10/07 00:19:25,62801.2,0.6992921024080746
2024/10/07 00:20:25,62814.1,0.6995794152176936
2024/10/07 00:21:26,62769.9,0.6985952243746766
2024/10/07 00:22:26,62772,0.698641968897502
2024/10/07 00:23:26,62750,0.6981523419971069
2024/10/07 00:24:26,62746.4,0.6980722375720825
2024/10/07 00:25:27,62731,0.6977296205224645
2024/10/07 00:26:27,62697.5,0.6969846076536035
2024/10/07 00:27:27,62641.9,0.695748987048625
2024/10/07 00:28:27,62689.6,0.6968089760413008
2024/10/07 00:29:27,62674.8,0.6964800042339827
2024/10/07 00:30:28,62707.9,0.6972158526348766
2024/10/07 00:31:28,62750.1,0.6981545671856272
2024/10/07 00:32:28,62785.7,0.6989469596402922
2024/10/07 00:33:28,62785.9,0.6989514125528048
2024/10/07 00:34:28,62771.9,0.6986397429323825
2024/10/07 00:35:29,62774,0.6986864889445761
2024/10/07 00:36:29,62799,0.6992431092143597
2024/10/07 00:37:29,62793.6,0.6991228604700493
2024/10/07 00:38:29,62791.3,0.6990716465523719
2024/10/07 00:39:30,62794.1,0.699133994178642
2024/10/07 00:40:30,62819.5,0.6996997032174898
2024/10/07 00:41:30,62762.1,0.6984216155528723
2024/10/07 00:42:30,62731.1,0.6977318450372231
2024/10/07 00:43:30,62746.3,0.6980700125147683
2024/10/07 00:44:31,62709.5,0.6972514321901115
2024/10/07 00:45:31,62679.9,0.6965933573692447
2024/10/07 00:46:31,62687.9,0.6967711847905105
2024/10/07 00:47:31,62685,0.6967067197279502
2024/10/07 00:48:32,62708.5,0.6972291948617063
2024/10/07 00:49:32,62706.7,0.6971891685641975
2024/10/07 00:50:32,62709.9,0.6972603272207649
2024/10/07 00:51:32,62723.1,0.6975538950622456
2024/10/07 00:52:32,62723.9,0.6975716890384626
2024/10/07 00:53:33,62700,0.6970401918876985
2024/10/07 00:54:33,62703.7,0.6971224606215524
2024/10/07 00:55:33,62704,0.6971291312721992
